sku,url_key,meta_title,meta_keywords,meta_description
VSW05-MT-L,hanna-sweater,Hanna Sweater,"Hanna Sweater,Fashion Tops","The Hanna Sweater will make you feel like you're sitting overlooking the ocean, no matter where you are. This sheer cotton sweater is fabulous over a tank top and feels perfectly beachy.  Features: Crewneck. 3/4 sleeve. Hits just below the waist. Great f"
VSW05-LY-XS,hanna-sweater,Hanna Sweater,"Hanna Sweater,Fashion Tops","The Hanna Sweater will make you feel like you're sitting overlooking the ocean, no matter where you are. This sheer cotton sweater is fabulous over a tank top and feels perfectly beachy.  Features: Crewneck. 3/4 sleeve. Hits just below the waist. Great f"
VSW05-LY-S,hanna-sweater,Hanna Sweater,"Hanna Sweater,Fashion Tops","The Hanna Sweater will make you feel like you're sitting overlooking the ocean, no matter where you are. This sheer cotton sweater is fabulous over a tank top and feels perfectly beachy.  Features: Crewneck. 3/4 sleeve. Hits just below the waist. Great f"
VSW05-LY-M,hanna-sweater,Hanna Sweater,"Hanna Sweater,Fashion Tops","The Hanna Sweater will make you feel like you're sitting overlooking the ocean, no matter where you are. This sheer cotton sweater is fabulous over a tank top and feels perfectly beachy.  Features: Crewneck. 3/4 sleeve. Hits just below the waist. Great f"
VSW05-LY-L,hanna-sweater,Hanna Sweater,"Hanna Sweater,Fashion Tops","The Hanna Sweater will make you feel like you're sitting overlooking the ocean, no matter where you are. This sheer cotton sweater is fabulous over a tank top and feels perfectly beachy.  Features: Crewneck. 3/4 sleeve. Hits just below the waist. Great f"
VSW05-KH-XS,hanna-sweater,Hanna Sweater,"Hanna Sweater,Fashion Tops","The Hanna Sweater will make you feel like you're sitting overlooking the ocean, no matter where you are. This sheer cotton sweater is fabulous over a tank top and feels perfectly beachy.  Features: Crewneck. 3/4 sleeve. Hits just below the waist. Great f"
VSW05-KH-S,hanna-sweater,Hanna Sweater,"Hanna Sweater,Fashion Tops","The Hanna Sweater will make you feel like you're sitting overlooking the ocean, no matter where you are. This sheer cotton sweater is fabulous over a tank top and feels perfectly beachy.  Features: Crewneck. 3/4 sleeve. Hits just below the waist. Great f"
VSW05-KH-M,hanna-sweater,Hanna Sweater,"Hanna Sweater,Fashion Tops","The Hanna Sweater will make you feel like you're sitting overlooking the ocean, no matter where you are. This sheer cotton sweater is fabulous over a tank top and feels perfectly beachy.  Features: Crewneck. 3/4 sleeve. Hits just below the waist. Great f"
VSW05-KH-L,hanna-sweater,Hanna Sweater,"Hanna Sweater,Fashion Tops","The Hanna Sweater will make you feel like you're sitting overlooking the ocean, no matter where you are. This sheer cotton sweater is fabulous over a tank top and feels perfectly beachy.  Features: Crewneck. 3/4 sleeve. Hits just below the waist. Great f"
VSW04-RN-XS,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-RN-S,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-RN-M,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-RN-L,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-PE-XS,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-PE-S,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-PE-M,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-PE-L,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-LL-XS,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-LL-S,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-LL-M,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-LL-L,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-KH-XS,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-KH-S,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-KH-M,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW04-KH-L,rosalina-cardigan,Rosalina Cardigan,"Rosalina Cardigan,Fashion Tops",The Rosalina Cardigan is the definition of easy going. This lightweight cotton sweater has a fun little swing and just enough extra material to wrap it around you a little tighter when the temperature requires.  Features: Open front . Long sleeve. Hits b
VSW03-RN-XS,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-RN-S,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-RN-M,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-RN-L,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-MT-XS,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-MT-S,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-MT-M,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-MT-L,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-LL-XS,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-LL-S,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-LL-M,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-LL-L,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-KH-XS,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-KH-S,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-KH-M,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW03-KH-L,phoebe-cardigan,Phoebe Cardigan,"Phoebe Cardigan,Fashion Tops",The Phoebe Cardigan is a great addition to any tank dress. Perfect to have for those warm days that turn into chilly nights. Keeps arms warm without hiding what you're wearing underneath. Features: Open front . Short sleeve. Hits mid-thigh. Great with a
VSW02-RN-XS,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-RN-S,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-RN-M,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-RN-L,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-PE-XS,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-PE-S,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-PE-M,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-PE-L,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-LL-XS,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-LL-S,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-LL-M,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-LL-L,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-KH-XS,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-KH-S,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-KH-M,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW02-KH-L,juno-sweater,Juno Sweater,"Juno Sweater,Fashion Tops",The Juno Sweater is a good time waiting to happen. This fun &amp; functional two-layer cotton sweater combines subtlety with a hint of bold personality. Pair with shorts or jeans and get outside. Features: Two layer open weave. Long sleeve. Sits on the h
VSW01-RN-XS,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-RN-S,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-RN-M,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-RN-L,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-PE-XS,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-PE-S,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-PE-M,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-PE-L,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-LL-XS,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-LL-S,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-LL-M,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-LL-L,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-KH-XS,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-KH-S,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-KH-M,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSW01-KH-L,carina-cardigan,Carina Cardigan,"Carina Cardigan,Fashion Tops","The Carina Cardigan is the perfect complement to a breezy summer evening. The loose knit, lightweight cotton fabric moves with you and provides just the right amount of breathable warmth. Features: Open front . 3/4 sleeve. Tapered to hip . Specked design"
VSK12-RN-8,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-RN-6,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-RN-4,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-RN-10,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-RN,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-MT-8,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-MT-6,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-MT-4,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-MT-10,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-MT,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LL-8,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LL-6,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LL-4,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LL-10,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LL,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LA-8,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LA-6,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LA-4,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LA-10,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK12-LA,isadora-skirt,Isadora Skirt,"Isadora Skirt,Fashion Bottoms","The Isadora Skirt has just the right amount of flounce to make it playful and yet still chic. Lovely wrap detail and draped layering in the front add a bit of sophistication to the lush print.  Features: Side zip. Length: 17"". Hits mid thigh. Set on wais"
VSK11-RN-XS,pomona-skirt,Pomona Skirt,"Pomona Skirt,Fashion Bottoms","The Pomona Skirt lets you appear slightly wild, while still maintaining your composure. You don't need to do much in seeking a companion for this skirt. A simple tank or tee will do.    Features: Pull on. Length: 43"". Hits below ankle. Elastic waistband."
VSK11-RN-S,pomona-skirt,Pomona Skirt,"Pomona Skirt,Fashion Bottoms","The Pomona Skirt lets you appear slightly wild, while still maintaining your composure. You don't need to do much in seeking a companion for this skirt. A simple tank or tee will do.    Features: Pull on. Length: 43"". Hits below ankle. Elastic waistband."
VSK11-RN-M,pomona-skirt,Pomona Skirt,"Pomona Skirt,Fashion Bottoms","The Pomona Skirt lets you appear slightly wild, while still maintaining your composure. You don't need to do much in seeking a companion for this skirt. A simple tank or tee will do.    Features: Pull on. Length: 43"". Hits below ankle. Elastic waistband."
VSK11-RN-L,pomona-skirt,Pomona Skirt,"Pomona Skirt,Fashion Bottoms","The Pomona Skirt lets you appear slightly wild, while still maintaining your composure. You don't need to do much in seeking a companion for this skirt. A simple tank or tee will do.    Features: Pull on. Length: 43"". Hits below ankle. Elastic waistband."
VSK11-MT-XS,pomona-skirt,Pomona Skirt,"Pomona Skirt,Fashion Bottoms","The Pomona Skirt lets you appear slightly wild, while still maintaining your composure. You don't need to do much in seeking a companion for this skirt. A simple tank or tee will do.    Features: Pull on. Length: 43"". Hits below ankle. Elastic waistband."
VSK11-MT-S,pomona-skirt,Pomona Skirt,"Pomona Skirt,Fashion Bottoms","The Pomona Skirt lets you appear slightly wild, while still maintaining your composure. You don't need to do much in seeking a companion for this skirt. A simple tank or tee will do.    Features: Pull on. Length: 43"". Hits below ankle. Elastic waistband."
